claim_id,object,field,value,unit,tenure,tier,area,applies_from,applies_to,source_url,quote,note
fee_193_effective,impact fees,Ord. 193-23 effective,2023-10-16,,,,citywide,,,https://sfbos.org/ordinances-2023,"230764 0193-23 10/16/2023 Planning, Building Codes - Development Impact Fee Indexing, Deferral, and Waivers; Adoption of Nexus Study",
fee_tfr33,impact fees,fees assessed by 2026-11-01 cut by 33% for projects with a first construction document within 30 months of Final Approval,33,% of the fee,,,citywide,,,https://sfbos.archive.sf.gov/sites/default/files/o0201-23.pdf,"The following development fees assessed on or before November 1, 2026 shall be reduced by 33% for (I) proiects that receive a First Construction Document","Section 403; the list that follows includes 411A, 414A, 416, 418, 420-424, 432 and 433, and not 415."
fee_tfr_tsf,impact fees,the reduction covers the TSF,411A,,,,citywide,,,https://sfbos.archive.sf.gov/sites/default/files/o0201-23.pdf,The Transportation Sustainability Fee (Section 411A),
tsf_threshold,TSF,residential: more than 20 new units,21,units,,,citywide,,,https://web.archive.org/web/20201127232231id_/https://codelibrary.amlegal.com/codes/san_francisco/latest/sf_planning/0-0-0-52292,More than twenty new dwelling units,
tsf_base,TSF,"residential base rates at adoption, 21-99 / 100+ units",7.74 / 8.74,$ per gsf,,,citywide,,,https://web.archive.org/web/20201203040004id_/https://codelibrary.amlegal.com/codes/san_francisco/latest/sf_planning/0-0-0-52333,"Residential, 21-99 units $7.74 for all gsf of Residential use in the first 99 dwelling units",
tsf_created,TSF,"created by Ord. 200-15, effective 2015-12-25",2015-12-25,,,,citywide,,,https://web.archive.org/web/20201203040004id_/https://codelibrary.amlegal.com/codes/san_francisco/latest/sf_planning/0-0-0-52333,"Added by Ord. 200-15 , File No. 150790, App. 11/25/2015, Eff. 12/25/2015",
cc_threshold,child care,residential: at least one net new unit,1,units,,,citywide,,,https://web.archive.org/web/20201126131108id_/https://codelibrary.amlegal.com/codes/san_francisco/latest/sf_planning/0-0-0-52951,At least one net new dwelling unit,
cc_created,child care,"created by Ord. 2-16, effective 2016-02-18",2016-02-18,,,,citywide,,,https://web.archive.org/web/20201126131108id_/https://codelibrary.amlegal.com/codes/san_francisco/latest/sf_planning/0-0-0-52951,"Added by Ord. 2-16 , File No. 150793, App. 1/19/2016, Eff. 2/18/2016",
cc_base,child care,"base rates at adoption, 10+ / up to 9 units",1.83 / 0.91,$ per gsf,,,citywide,,,https://web.archive.org/web/20201203035249id_/https://codelibrary.amlegal.com/codes/san_francisco/latest/sf_planning/0-0-0-52953,Residential projects of 10 or more units Residential Projects of up to 9 units $1.83/gsf $0.91/gsf,
jhl_nonres,jobs-housing linkage,"applies only to projects adding 25,000+ gsf of commercial uses",non-residential,,,,citywide,,,https://web.archive.org/web/20201127230518id_/https://codelibrary.amlegal.com/codes/san_francisco/latest/sf_planning/0-0-0-23610,"that increases by 25,000 or more gross square feet the total amount of any combination of the following uses; entertainment, hotel, Integrated PDR, office, research and development, retail, and/or Small Enterprise Workspace",Section 413.3(a)(1); (b)(1) excludes any other space. A residential project owes it only on such commercial space.
area_en_start,area fees,Eastern Neighborhoods infrastructure fee in effect from,2008-12-19,,,,Eastern Neighborhoods,,,https://web.archive.org/web/20230329180816id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_12_01_DBI_Register.pdf,(Table 423.3B). 12/19/2008,
area_mo421_start,area fees,Market and Octavia community infrastructure fee in effect from,2008-04-03,,,,Market and Octavia,,,https://web.archive.org/web/20230329180816id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_12_01_DBI_Register.pdf,(Table 421.3B). 4/3/2008,
area_mo416_start,area fees,Market and Octavia affordable housing fee in effect from,2008-05-30,,,,Market and Octavia,,,https://web.archive.org/web/20230329180816id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_12_01_DBI_Register.pdf,(Table 416.3A). 5/30/2008,
area_rh_start,area fees,Rincon Hill community infrastructure fee in effect from,2005-08-19,,,,Rincon Hill,,,https://web.archive.org/web/20230329180816id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_12_01_DBI_Register.pdf,(Table 418.3B). 8/19/2005,
area_soma_start,area fees,SOMA community stabilization fee in effect from,2005-08-19,,,,Rincon Hill,,,https://web.archive.org/web/20230329180816id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_12_01_DBI_Register.pdf,$11.65 per gross square foot. 8/19/2005,
area_vv_start,area fees,Visitacion Valley fee in effect from,2005-11-18,,,,Visitacion Valley,,,https://web.archive.org/web/20230329180816id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_12_01_DBI_Register.pdf,$4.87 per square foot 11/18/2005,
area_bp_start,area fees,Balboa Park fee in effect from,2009-04-17,,,,Balboa Park,,,https://web.archive.org/web/20230329180816id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_12_01_DBI_Register.pdf,(Table 422.3B). 4/17/2009,
area_tc_start,area fees,Transit Center fees in effect from,2012-09-07,,,,Transit Center,,,https://web.archive.org/web/20201126124535id_/https://codelibrary.amlegal.com/codes/san_francisco/latest/sf_planning/0-0-0-43457,"Added by Ord. 182-12 , File No. 120665, App. 8/8/2012, Eff. 9/7/2012",
area_cs_start,area fees,Central SoMa fees in effect from,2019-01-12,,,,Central SoMa,,,https://web.archive.org/web/20201203044925id_/https://codelibrary.amlegal.com/codes/san_francisco/latest/sf_planning/0-0-0-60357,"Added by Ord. 296-18 , File No. 180184, App. 12/12/2018, Eff. 1/12/2019",
sb330_freeze,state,a housing project is subject only to the standards in effect at a complete preliminary application,preliminary application,,,,citywide,,,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=201920200SB330,"a housing development project shall be subject only to the ordinances, policies, and standards adopted and in effect when a preliminary application including all of the information required by subdivision (a) of Section 65941.1 was submitted",
sb330_index_exception,state,exception: automatic annual fee adjustment by a cost index,cost index,,,,citywide,,,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=201920200SB330,an increase resulting from an automatic annual adjustment based on an independently published cost index that is referenced in the ordinance or resolution establishing the fee or other monetary exaction,
sb330_chapter,state,SB 330 chaptered,"Stats. 2019, ch. 654",,,,citywide,,,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=201920200SB330,Senate Bill No. 330 CHAPTER 654,
sb330_approved,state,SB 330 approved by the Governor,2019-10-09,,,,citywide,,,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=201920200SB330,"Approved by Governor October 09, 2019.",
gov_standards_fees,state,"""ordinances, policies, and standards"" includes development impact fees",yes,,,,citywide,,,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=GOV&sectionNum=65589.5,"including those relating to development impact fees, capacity or connection fees or charges, permit or processing fees, and other exactions",
reg2011_incl_studio,register rate,Inclusionary fee per studio (affordability gap),179952,$ / unit,,,,2011,,https://web.archive.org/web/20230329175535id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_09_09_DBI_Register5.pdf,"Section 415 Residential Dwelling Units > or = 5 N/A Onsite or offsite BMR units or in-lieu fee Varies by unit size (Studio - $179,952,","Register: Updated as of September 9, 2011)"
reg2011_incl_1br,register rate,Inclusionary fee per one-bedroom,248210,$ / unit,,,,2011,,https://web.archive.org/web/20230329175535id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_09_09_DBI_Register5.pdf,"Section 415 Residential Dwelling Units > or = 5 N/A Onsite or offsite BMR units or in-lieu fee Varies by unit size (Studio - $179,952, 1 Bedroom - $248,210,","Register: Updated as of September 9, 2011)"
reg2011_incl_2br,register rate,Inclusionary fee per two-bedroom,334478,$ / unit,,,,2011,,https://web.archive.org/web/20230329175535id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_09_09_DBI_Register5.pdf,"Section 415 Residential Dwelling Units > or = 5 N/A Onsite or offsite BMR units or in-lieu fee Varies by unit size (Studio - $179,952, 1 Bedroom - $248,210, 2 Bedroom - $334,478,","Register: Updated as of September 9, 2011)"
reg2011_en_t1,register rate,"Eastern Neighborhoods, Tier 1",8.24,$ / gsf,,,,2011,,https://web.archive.org/web/20230329175535id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_09_09_DBI_Register5.pdf,Tier 1: $8.24/square foot for Residential,"Register: Updated as of September 9, 2011)"
reg2011_en_t2,register rate,"Eastern Neighborhoods, Tier 2",12.36,$ / gsf,,,,2011,,https://web.archive.org/web/20230329175535id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_09_09_DBI_Register5.pdf,Tier 2: $12.36/square foot for Residential,"Register: Updated as of September 9, 2011)"
reg2011_en_t3,register rate,"Eastern Neighborhoods, Tier 3",16.48,$ / gsf,,,,2011,,https://web.archive.org/web/20230329175535id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_09_09_DBI_Register5.pdf,Tier 3: $16.48/square foot for Residential,"Register: Updated as of September 9, 2011)"
reg2011_mo_421,register rate,Market and Octavia community improvements,9.27,$ / gsf,,,,2011,,https://web.archive.org/web/20230329175535id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_09_09_DBI_Register5.pdf,Section 421 Residential + Non- Residential Gross Square Foot Impact fee or in-kind improvement $9.27/s.f. for Residential,"Register: Updated as of September 9, 2011)"
reg2011_mo_416_nct,register rate,"Market and Octavia affordable housing fee, NCT",3.71,$ / gsf,,,,2011,,https://web.archive.org/web/20230329175535id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_09_09_DBI_Register5.pdf,Section 416 Residential Gross Square Foot Fee only $3.71/sf for NCT,"Register: Updated as of September 9, 2011)"
reg2011_mo_416_vnm,register rate,"Market and Octavia affordable housing fee, Van Ness & Market SUD",7.42,$ / gsf,,,,2011,,https://web.archive.org/web/20230329175535id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_09_09_DBI_Register5.pdf,Section 416 Residential Gross Square Foot Fee only $3.71/sf for NCT and $7.42 SF for Van Ness,"Register: Updated as of September 9, 2011)"
reg2011_rh_418,register rate,Rincon Hill community infrastructure,8.86,$ / gsf,,,,2011,,https://web.archive.org/web/20230329175535id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_09_09_DBI_Register5.pdf,Section 418 Residential Gross Square Foot Impact fee or in-kind improvement $8.86 per gross square foot (Table 418.3A),"Register: Updated as of September 9, 2011)"
reg2011_soma_418,register rate,SOMA community stabilization (Rincon Hill),11.28,$ / gsf,,,,2011,,https://web.archive.org/web/20230329175535id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_09_09_DBI_Register5.pdf,Community Stabilization Fee Rincon Hill - Residential (same Block & Lot as Rincon Hill) Planning Department and Mayor's Office of Economic Development Planning Code Section 418 Residential Gross Square Foot Impact fee or in-kind improvement $11.28 per gross square foot.,"Register: Updated as of September 9, 2011)"
reg2011_vv_420,register rate,Visitacion Valley community facilities,4.72,$ / sf,,,,2011,,https://web.archive.org/web/20230329175535id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_09_09_DBI_Register5.pdf,Section 420 Residential Dwelling Units Net Square Foot Impact fee or in-kind improvement $4.72 per square foot,"Register: Updated as of September 9, 2011)"
reg2011_bp_422,register rate,Balboa Park community improvements,8.24,$ / gsf,,,,2011,,https://web.archive.org/web/20230329175535id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_09_09_DBI_Register5.pdf,Section 422 Residential + Non- Residential Gross Square Foot Impact fee or in-kind improvement $8.24/sf for Residential,"Register: Updated as of September 9, 2011)"
reg2011_school,register rate,"School impact fee (SFUSD, Education Code 17620)",2.24,$ / sf,,,,2011,,https://web.archive.org/web/20230329175535id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_09_09_DBI_Register5.pdf,In-lieu fee $2.24/$,"Register: Updated as of September 9, 2011)"
reg2012_incl_studio,register rate,Inclusionary fee per studio (affordability gap),179952,$ / unit,,,,2012,,https://web.archive.org/web/20230329180816id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_12_01_DBI_Register.pdf,"Section 415 Residential Dwelling Units > or = 5 N/A Onsite or offsite BMR units or in-lieu fee Varies by unit size (Studio - $179,952,","Register: Updated as of December 1, 2011, rates will be effective on January 1, 2012)"
reg2012_incl_1br,register rate,Inclusionary fee per one-bedroom,248210,$ / unit,,,,2012,,https://web.archive.org/web/20230329180816id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_12_01_DBI_Register.pdf,"Section 415 Residential Dwelling Units > or = 5 N/A Onsite or offsite BMR units or in-lieu fee Varies by unit size (Studio - $179,952, 1 Bedroom - $248,210,","Register: Updated as of December 1, 2011, rates will be effective on January 1, 2012)"
reg2012_incl_2br,register rate,Inclusionary fee per two-bedroom,334478,$ / unit,,,,2012,,https://web.archive.org/web/20230329180816id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_12_01_DBI_Register.pdf,"Section 415 Residential Dwelling Units > or = 5 N/A Onsite or offsite BMR units or in-lieu fee Varies by unit size (Studio - $179,952, 1 Bedroom - $248,210, 2 Bedroom - $334,478,","Register: Updated as of December 1, 2011, rates will be effective on January 1, 2012)"
reg2012_en_t1,register rate,"Eastern Neighborhoods, Tier 1",8.51,$ / gsf,,,,2012,,https://web.archive.org/web/20230329180816id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_12_01_DBI_Register.pdf,Tier 1: $8.51/square foot for Residential,"Register: Updated as of December 1, 2011, rates will be effective on January 1, 2012)"
reg2012_en_t2,register rate,"Eastern Neighborhoods, Tier 2",12.76,$ / gsf,,,,2012,,https://web.archive.org/web/20230329180816id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_12_01_DBI_Register.pdf,Tier 2: $12.76/square foot for Residential,"Register: Updated as of December 1, 2011, rates will be effective on January 1, 2012)"
reg2012_en_t3,register rate,"Eastern Neighborhoods, Tier 3",17.02,$ / gsf,,,,2012,,https://web.archive.org/web/20230329180816id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_12_01_DBI_Register.pdf,Tier 3: $17.02/square foot for Residential,"Register: Updated as of December 1, 2011, rates will be effective on January 1, 2012)"
reg2012_mo_421,register rate,Market and Octavia community improvements,9.57,$ / gsf,,,,2012,,https://web.archive.org/web/20230329180816id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_12_01_DBI_Register.pdf,Section 421 Residential + Non- Residential Gross Square Foot Impact fee or in-kind improvement $9.57/s.f. for Residential,"Register: Updated as of December 1, 2011, rates will be effective on January 1, 2012)"
reg2012_mo_416_nct,register rate,"Market and Octavia affordable housing fee, NCT",3.83,$ / gsf,,,,2012,,https://web.archive.org/web/20230329180816id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_12_01_DBI_Register.pdf,Section 416 Residential Gross Square Foot Fee only $3.83/sf for NCT,"Register: Updated as of December 1, 2011, rates will be effective on January 1, 2012)"
reg2012_mo_416_vnm,register rate,"Market and Octavia affordable housing fee, Van Ness & Market SUD",7.66,$ / gsf,,,,2012,,https://web.archive.org/web/20230329180816id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_12_01_DBI_Register.pdf,Section 416 Residential Gross Square Foot Fee only $3.83/sf for NCT and $7.66/ sf for Van Ness,"Register: Updated as of December 1, 2011, rates will be effective on January 1, 2012)"
reg2012_rh_418,register rate,Rincon Hill community infrastructure,9.15,$ / gsf,,,,2012,,https://web.archive.org/web/20230329180816id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_12_01_DBI_Register.pdf,Section 418 Residential Gross Square Foot Impact fee or in-kind improvement $9.15 per gross square foot (Table 418.3A),"Register: Updated as of December 1, 2011, rates will be effective on January 1, 2012)"
reg2012_soma_418,register rate,SOMA community stabilization (Rincon Hill),11.65,$ / gsf,,,,2012,,https://web.archive.org/web/20230329180816id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_12_01_DBI_Register.pdf,Community Stabilization Fee Rincon Hill - Residential (same Block & Lot as Rincon Hill) Planning Department and Mayor's Office of Economic Development Planning Code Section 418 Residential Gross Square Foot Impact fee or in-kind improvement $11.65 per gross square foot.,"Register: Updated as of December 1, 2011, rates will be effective on January 1, 2012)"
reg2012_vv_420,register rate,Visitacion Valley community facilities,4.87,$ / sf,,,,2012,,https://web.archive.org/web/20230329180816id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_12_01_DBI_Register.pdf,Section 420 Residential Dwelling Units Net Square Foot Impact fee or in-kind improvement $4.87 per square foot,"Register: Updated as of December 1, 2011, rates will be effective on January 1, 2012)"
reg2012_bp_422,register rate,Balboa Park community improvements,8.51,$ / gsf,,,,2012,,https://web.archive.org/web/20230329180816id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_12_01_DBI_Register.pdf,Section 422 Residential + Non- Residential Gross Square Foot Impact fee or in-kind improvement $8.51/sf for Residential,"Register: Updated as of December 1, 2011, rates will be effective on January 1, 2012)"
reg2012_school,register rate,"School impact fee (SFUSD, Education Code 17620)",2.24,$ / sf,,,,2012,,https://web.archive.org/web/20230329180816id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2011_12_01_DBI_Register.pdf,In-lieu fee $2.24/ $,"Register: Updated as of December 1, 2011, rates will be effective on January 1, 2012)"
reg2013_incl_studio,register rate,Inclusionary fee per studio (affordability gap),171558,$ / unit,,,,2013,,https://web.archive.org/web/20230329192448id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2012_12_01_DBI_Register.pdf,"Section 415 Residential Dwelling Units > or = 5 N/A Affordable housing fee, on-site or off- site affordable units Varies by unit size * Studio - $171,558,","Register: Updated as of December 1, 2012, rates effective as of January 1, 2013)"
reg2013_incl_1br,register rate,Inclusionary fee per one-bedroom,236545,$ / unit,,,,2013,,https://web.archive.org/web/20230329192448id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2012_12_01_DBI_Register.pdf,"Section 415 Residential Dwelling Units > or = 5 N/A Affordable housing fee, on-site or off- site affordable units Varies by unit size * Studio - $171,558, * 1 Bedroom - $236,545,","Register: Updated as of December 1, 2012, rates effective as of January 1, 2013)"
reg2013_incl_2br,register rate,Inclusionary fee per two-bedroom,326086,$ / unit,,,,2013,,https://web.archive.org/web/20230329192448id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2012_12_01_DBI_Register.pdf,"Section 415 Residential Dwelling Units > or = 5 N/A Affordable housing fee, on-site or off- site affordable units Varies by unit size * Studio - $171,558, * 1 Bedroom - $236,545, * 2 Bedroom - $326,086,","Register: Updated as of December 1, 2012, rates effective as of January 1, 2013)"
reg2013_en_t1,register rate,"Eastern Neighborhoods, Tier 1",8.85,$ / gsf,,,,2013,,https://web.archive.org/web/20230329192448id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2012_12_01_DBI_Register.pdf,Tier 1: $8.85/square foot for Residential,"Register: Updated as of December 1, 2012, rates effective as of January 1, 2013)"
reg2013_en_t2,register rate,"Eastern Neighborhoods, Tier 2",13.27,$ / gsf,,,,2013,,https://web.archive.org/web/20230329192448id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2012_12_01_DBI_Register.pdf,Tier 2: $13.27/square foot for Residential,"Register: Updated as of December 1, 2012, rates effective as of January 1, 2013)"
reg2013_en_t3,register rate,"Eastern Neighborhoods, Tier 3",17.7,$ / gsf,,,,2013,,https://web.archive.org/web/20230329192448id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2012_12_01_DBI_Register.pdf,Tier 3: $17.70/square foot for Residential,"Register: Updated as of December 1, 2012, rates effective as of January 1, 2013)"
reg2013_mo_421,register rate,Market and Octavia community improvements,9.95,$ / gsf,,,,2013,,https://web.archive.org/web/20230329192448id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2012_12_01_DBI_Register.pdf,Section 421 Residential + Non- Residential Gross Square Foot Impact fee or in-kind improvement * $9.95/s.f. for Residential,"Register: Updated as of December 1, 2012, rates effective as of January 1, 2013)"
reg2013_mo_416_nct,register rate,"Market and Octavia affordable housing fee, NCT",3.98,$ / gsf,,,,2013,,https://web.archive.org/web/20230329192448id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2012_12_01_DBI_Register.pdf,Section 416 Residential Gross Square Foot Fee only $3.98/sf for NCT,"Register: Updated as of December 1, 2012, rates effective as of January 1, 2013)"
reg2013_mo_416_vnm,register rate,"Market and Octavia affordable housing fee, Van Ness & Market SUD",7.96,$ / gsf,,,,2013,,https://web.archive.org/web/20230329192448id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2012_12_01_DBI_Register.pdf,Section 416 Residential Gross Square Foot Fee only $3.98/sf for NCT and $7.96/ sf for Van Ness,"Register: Updated as of December 1, 2012, rates effective as of January 1, 2013)"
reg2013_rh_418,register rate,Rincon Hill community infrastructure,9.51,$ / gsf,,,,2013,,https://web.archive.org/web/20230329192448id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2012_12_01_DBI_Register.pdf,Section 418 Residential Gross Square Foot Impact fee or in-kind improvement $9.51 per gross square foot (Table 418.3A),"Register: Updated as of December 1, 2012, rates effective as of January 1, 2013)"
reg2013_soma_418,register rate,SOMA community stabilization (Rincon Hill),12.11,$ / gsf,,,,2013,,https://web.archive.org/web/20230329192448id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2012_12_01_DBI_Register.pdf,Community Stabilization Fee Rincon Hill - Residential (same Block & Lot as Rincon Hill) Planning Department and Mayor's Office of Economic Development Planning Code Section 418.3(d) Residential Gross Square Foot Impact fee or in-kind improvement $12.11 per gross square foot.,"Register: Updated as of December 1, 2012, rates effective as of January 1, 2013)"
reg2013_vv_420,register rate,Visitacion Valley community facilities,5.07,$ / sf,,,,2013,,https://web.archive.org/web/20230329192448id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2012_12_01_DBI_Register.pdf,Section 420 Residential Net Square Foot Impact fee or in-kind improvement * $5.07 per square foot,"Register: Updated as of December 1, 2012, rates effective as of January 1, 2013)"
reg2013_bp_422,register rate,Balboa Park community improvements,8.85,$ / gsf,,,,2013,,https://web.archive.org/web/20230329192448id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2012_12_01_DBI_Register.pdf,Section 422 Residential + Non- Residential Gross Square Foot Impact fee or in-kind improvement * $8.85/sf for Residential,"Register: Updated as of December 1, 2012, rates effective as of January 1, 2013)"
reg2013_school,register rate,"School impact fee (SFUSD, Education Code 17620)",2.24,$ / sf,,,,2013,,https://web.archive.org/web/20230329192448id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2012_12_01_DBI_Register.pdf,In-lieu fee $2.24/ $,"Register: Updated as of December 1, 2012, rates effective as of January 1, 2013)"
reg2014_incl_studio,register rate,Inclusionary fee per studio (affordability gap),191349,$ / unit,,,,2014,,https://web.archive.org/web/20230329204010id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2014_11_26_DBI_Register.pdf,"Section 415 Residential Dwelling Units > or = 10 N/A Affordable housing fee, on- site or off-site affordable units Varies by unit size * Studio - $191,349","Register: Updated as of December 1, 2013, rates effective as of January 1, 2014)"
reg2014_incl_1br,register rate,Inclusionary fee per one-bedroom,261271,$ / unit,,,,2014,,https://web.archive.org/web/20230329204010id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2014_11_26_DBI_Register.pdf,"Section 415 Residential Dwelling Units > or = 10 N/A Affordable housing fee, on- site or off-site affordable units Varies by unit size * Studio - $191,349 * 1 Bedroom - $261,271","Register: Updated as of December 1, 2013, rates effective as of January 1, 2014)"
reg2014_incl_2br,register rate,Inclusionary fee per two-bedroom,357034,$ / unit,,,,2014,,https://web.archive.org/web/20230329204010id_/https://sfdbi.org/sites/default/files/Documents/Permit_Review_Services/Citywide_Development_Fee_Register/Master_Impact_Fee_Schedule_2014_11_26_DBI_Register.pdf,"Section 415 Residential Dwelling Units > or = 10 N/A Affordable housing fee, on- site or off-site affordable units Varies by unit size * Studio - $191,349 * 1 Bedroom - $261,271 * 2 Bedroom - $357,034","Register: Updated as of December 1, 2013, rates effective as of January 1, 2014)"
